id,title_romaji,title_english,episodes,status,average_score,popularity,favourites,genres,studios,source,season,start_date,end_date
138452,Gunjou no Fanfare,Fanfare of Adolescence,13.0,FINISHED,57.0,7476,47,"Drama, Sports","Lay-duce, Aniplex, BS11, TOKYO MX, Koei Tecmo Games, Hakuhodo, Hochi Shimbun, Half H.P Studio",ORIGINAL,SPRING,2022-4-2,2022-6-25
138459,Heroine Tarumono!: Kiraware Heroine to Naisho no Oshigoto,Heroines Run the Show,12.0,FINISHED,71.0,20166,303,"Drama, Music, Slice of Life","Lay-duce, Tamakoshi, INCS toenter, MusicRay`n, Movic, Alice, Futabasha, Marui Group, U-NEXT, flaggs, Lawson Entertainment, Laulea Works",OTHER,SPRING,2022-4-7,2022-6-23
138522,Thunderbolt Fantasy: Touriken Yuuki 4,,,RELEASING,,801,10,"Action, Drama, Fantasy","Pili International Multimedia, Nitroplus, Good Smile Company",ORIGINAL,FALL,2024-10-5,None-None-None
138565,Fumetsu no Anata e Season 2,To Your Eternity Season 2,20.0,FINISHED,79.0,77483,1489,"Adventure, Drama, Fantasy, Psychological, Supernatural","Drive, NHK Enterprises, NHK",MANGA,FALL,2022-10-23,2023-3-12
138673,Qin Mo Zhuan,,6.0,FINISHED,,40,0,Fantasy,,OTHER,,1987-11-None,1987-None-None
138769,Ping Pong Xuanfeng,,26.0,FINISHED,,61,0,Sports,CCTV Animation,ORIGINAL,,2007-None-None,2007-None-None
138788,Under Ninja,UNDER NINJA,12.0,FINISHED,66.0,20093,336,"Action, Comedy","Tezuka Productions, TBS, NetEase Games, Kodansha, Crunchyroll, Pony Canyon, BS11, MAGNET",MANGA,FALL,2023-10-6,2023-12-22
138874,GO! Wrestler Gundan,,21.0,FINISHED,,39,0,"Action, Comedy","Tokyo Movie Shinsha, TV Tokyo, Kodansha",ORIGINAL,SPRING,1989-4-18,1989-10-12
138882,Kumichou Musume to Sewagakari,The Yakuza's Guide to Babysitting,12.0,FINISHED,77.0,65232,1627,"Comedy, Slice of Life","feel., Gaina, bilibili, Micro Magazine Sha, Docomo Anime Store, Pony Canyon, Bushiroad Move, TOKYO MX, Micro House",MANGA,SUMMER,2022-7-7,2022-9-22
138985,BeyWarriors: BeyRaiderz,,13.0,FINISHED,46.0,272,2,"Action, Adventure, Comedy, Sci-Fi, Sports","Nelvana, SynergySP",OTHER,WINTER,2014-1-4,2014-3-29
139092,Mairimashita! Iruma-kun 3,Welcome to Demon School! Iruma-kun Season 3,21.0,FINISHED,78.0,51186,1483,"Comedy, Fantasy, Supernatural","Bandai Namco Pictures, NHK Enterprises, NHK",MANGA,FALL,2022-10-8,2023-3-4
139093,Shadows House 2nd Season,SHADOWS HOUSE 2nd Season,12.0,FINISHED,79.0,36340,746,"Fantasy, Horror, Mystery, Slice of Life, Supernatural","Aniplex, CloverWorks, Shueisha, TOKYO MX, BS Asahi, WOWOW",MANGA,SUMMER,2022-7-9,2022-9-24
139095,FAIRY TAIL: 100 YEARS QUEST,FAIRY TAIL 100 YEARS QUEST,,RELEASING,77.0,39674,1110,"Action, Adventure, Comedy, Fantasy",J.C. Staff,MANGA,SUMMER,2024-7-7,None-None-None
139212,Cardfight!! Vanguard: will+Dress,Cardfight!! Vanguard will+Dress,13.0,FINISHED,65.0,2042,44,"Action, Adventure","Kinema Citrus, Studio JEMI, Gift-o’-Animation, Bushiroad",OTHER,SUMMER,2022-7-5,2022-9-27
139213,Cardfight!! Vanguard: will+Dress Season 2,Cardfight!! Vanguard will+Dress Season 2,12.0,FINISHED,63.0,1596,28,"Action, Adventure","Kinema Citrus, Studio JEMI, Gift-o’-Animation",OTHER,WINTER,2023-1-14,2023-4-1
139274,Kidou Senshi Gundam: Suisei no Majo,Mobile Suit Gundam: The Witch from Mercury,12.0,FINISHED,78.0,55841,1972,"Action, Mecha, Sci-Fi","Sunrise, Bandai Namco Filmworks, Sotsu, Mainichi Broadcasting System",ORIGINAL,FALL,2022-10-2,2023-1-8
139303,Black★★Rock Shooter: DAWN FALL,BLACK ROCK SHOOTER DAWN FALL,12.0,FINISHED,55.0,11255,149,Action,"Bibury Animation CG, Bibury Animation Studios, TMS Entertainment, Bandai Namco Filmworks, Bandai Namco Music Live, MAGNET, NetEase Games, Good Smile Company, Movic, BS11",OTHER,SPRING,2022-4-3,2022-6-19
139369,Shinmai Renkinjutsushi no Tenpo Keiei,Management of a Novice Alchemist,12.0,FINISHED,64.0,20519,298,"Fantasy, Slice of Life","ENGI, KADOKAWA, Sammy, Nippon Columbia, AT-X, Kill Time Communication",LIGHT_NOVEL,FALL,2022-10-3,2022-12-19
139435,Shinigami Bocchan to Kuro Maid 2nd Season,The Duke of Death and His Maid Season 2,12.0,FINISHED,75.0,23803,489,"Comedy, Drama, Romance, Supernatural","NBCUniversal Entertainment Japan, J.C. Staff, Yomiuri TV Enterprise, Shogakukan, Shogakukan-Shueisha Productions, BS11, Shogakukan Music & Digital Entertainment, BANDAI SPIRITS",MANGA,SUMMER,2023-7-9,2023-9-24
139518,Tsuki ga Michibiku Isekai Douchuu 2nd Season,TSUKIMICHI -Moonlit Fantasy- Season 2,25.0,FINISHED,78.0,74362,2690,"Action, Adventure, Comedy, Fantasy","J.C. Staff, Mainichi Broadcasting System, Nippon Television Network, VAP, NetEase Games, AlphaPolis, DMM.com, TOKYO MX, BS Nittele, Medicos Entertainment, AQUA ARIS, A-Sketch, CTW",LIGHT_NOVEL,WINTER,2024-1-8,2024-6-24
139606,Eiyuu Kyoushitsu,Classroom for Heroes,12.0,FINISHED,60.0,39434,811,"Action, Fantasy, Slice of Life","Actas, Bandai Namco Filmworks, Movic, Tencent Japan, Shueisha, Square Enix, Bandai Namco Music Live",LIGHT_NOVEL,SUMMER,2023-7-9,2023-9-24
139630,Boku no Hero Academia 6,My Hero Academia Season 6,25.0,FINISHED,82.0,188407,5439,"Action, Adventure","bones, Toho, Shueisha",MANGA,FALL,2022-10-1,2023-3-25
139648,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,How a Realist Hero Rebuilt the Kingdom Part 2,13.0,FINISHED,73.0,63299,1212,"Action, Adventure, Fantasy, Romance","J.C. Staff, King Records, MIGHTY MEDIA, OVERLAP, WOWMAX, KLOCKWORX",LIGHT_NOVEL,WINTER,2022-1-9,2022-4-3
139804,TRIBE NINE,Tribe Nine,12.0,FINISHED,56.0,14215,118,"Action, Sci-Fi, Sports","LIDENFILMS, Akatsuki, Bandai Namco Arts, Docomo Anime Store, Funimation, JR Higashi Nihon Kikaku",OTHER,WINTER,2022-1-10,2022-3-28
139820,Akuyaku Reijou nano de Last Boss wo Kattemimashita,"I'm the Villainess, So I'm Taming the Final Boss",12.0,FINISHED,71.0,49021,1157,"Comedy, Fantasy, Romance, Supernatural","Maho Film, Mainichi Broadcasting System, NBCUniversal Entertainment Japan, NetEase Games, KADOKAWA, ADK Marketing Solutions, WOWOW, TOKYO MX, Bit Grooove Promotion",LIGHT_NOVEL,FALL,2022-9-24,2022-12-10
139821,Sugar Apple Fairy Tale,Sugar Apple Fairy Tale,12.0,FINISHED,73.0,36459,962,"Adventure, Fantasy, Romance","J.C. Staff, KADOKAWA, Crunchyroll, flying DOG, BS Asahi, AT-X",LIGHT_NOVEL,WINTER,2023-1-6,2023-3-24
139825,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II",Our Last Crusade or the Rise of a New World Season 2,12.0,RELEASING,66.0,27040,499,"Action, Fantasy, Romance","SILVER LINK., Studio Palette, KADOKAWA, ABC Animation, AT-X, SILVER LINK., Crunchyroll, Pony Canyon, A3, Bit Grooove Promotion",LIGHT_NOVEL,SUMMER,2024-7-10,None-None-None
140085,Shadowverse Flame,Shadowverse Flame,50.0,FINISHED,64.0,2386,62,Fantasy,"ZEXCS, Sonilude, TV Tokyo",VIDEO_GAME,SPRING,2022-4-2,2023-3-25
140140,AK Mofa Shaonü,,52.0,FINISHED,,90,0,Mahou Shoujo,,ORIGINAL,,2015-5-27,2015-7-5
140187,Shin Tennis no Ouji-sama: U-17 WORLD CUP,The Prince of Tennis II: U-17 World Cup,13.0,FINISHED,66.0,3967,65,"Action, Comedy, Sports","M.S.C, Studio KAI, NAS, Production I.G, Bandai Namco Filmworks, Marvelous, TV Tokyo, Shueisha",MANGA,SUMMER,2022-7-7,2022-9-29
140291,Disney Twisted-Wonderland The Animation,,,NOT_YET_RELEASED,,4492,83,"Adventure, Fantasy","Walt Disney Studios, Yumeta Company, Graphinica",VIDEO_GAME,FALL,2025-10-None,None-None-None
140350,Kingdom 4th Season,Kingdom Season 4,26.0,FINISHED,84.0,12198,389,Action,"Studio Pierrot, Studio Signpost",MANGA,SPRING,2022-4-10,2022-10-2
140439,Mob Psycho 100 III,Mob Psycho 100 III,12.0,FINISHED,87.0,189677,8547,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural","bones, Warner Bros. Japan, KLOCKWORX, Hakuhodo DY Music & Pictures, BS Fuji, Shogakukan, Shogakukan-Shueisha Productions",MANGA,FALL,2022-10-6,2022-12-22
140457,"Yuusha, Yamemasu",I'm Quitting Heroing,12.0,FINISHED,69.0,78892,1545,"Action, Adventure, Comedy, Fantasy","EMT Squared, KADOKAWA, Tencent Games, flying DOG, AT-X, Glovision",LIGHT_NOVEL,SPRING,2022-4-5,2022-6-21
140502,Ryman's Club,Salaryman's Club,12.0,FINISHED,72.0,23416,338,"Drama, Sports","LIDENFILMS, TV Asahi, TV Asahi Music, DMM pictures, BS Asahi, Universal Music, A-Sketch, Movic, KLOCKWORX, Bushiroad Creative, Ultra Super Pictures",ORIGINAL,WINTER,2022-1-30,2022-4-17
140596,"Ijiranaide, Nagatoro-san 2nd Attack","DON'T TOY WITH ME, MISS NAGATORO 2nd Attack",12.0,FINISHED,74.0,76343,1429,"Comedy, Romance, Slice of Life","OLM, King Records, TMS Entertainment, Kodansha, Mainichi Broadcasting System",MANGA,WINTER,2023-1-8,2023-3-19
140642,Love Live! Superstar!! 2nd Season,Love Live! Superstar!! Season 2,12.0,FINISHED,75.0,12621,338,"Music, Slice of Life","Sunrise, Bandai Namco Filmworks, Bandai Namco Music Live, KADOKAWA, Bushiroad",OTHER,SUMMER,2022-7-17,2022-10-9
140643,Tokyo 24-ku,Tokyo 24th Ward,12.0,FINISHED,61.0,21503,195,"Mystery, Sci-Fi","CloverWorks, Aniplex, ABC Animation, BS11, TOKYO MX, Nagoya Broadcasting Network, Movic, Nitroplus",ORIGINAL,WINTER,2022-1-6,2022-4-7
140660,Arknights: Reimei Zensou,Arknights: PRELUDE TO DAWN,8.0,FINISHED,70.0,33635,725,"Action, Fantasy","Yostar Pictures, Hypergryph, Delfi Sound, Yostar, Yostar Pictures",VIDEO_GAME,FALL,2022-10-29,2022-12-17
140753,SHINE POST,SHINEPOST,12.0,FINISHED,72.0,9131,168,Music,"Studio KAI, ADK Emotions, Konami Digital Entertainment, Nippon Television Network, Straight Edge, Yoyogi Animation Gakuin, Contents Seed, Docomo Anime Store, Culture Entertainment, BS Nippon, Stray Cats, Avex Pictures, Sentai Filmworks",OTHER,SUMMER,2022-7-13,2022-10-19
140754,Isekai Shoukan wa Nidome desu,Summoned to Another World for a Second Time,12.0,FINISHED,55.0,46682,862,"Adventure, Comedy, Fantasy","Studio elle, ABC Animation, Futabasha, BS11, Bushiroad Move, HIKE, Jinnan Studio",LIGHT_NOVEL,SPRING,2023-4-9,2023-6-25
140787,Motto! Majime ni Fumajime Kaiketsu Zorori 3rd Season,,25.0,FINISHED,,273,0,"Adventure, Comedy","Bandai Namco Pictures, Ajiado",OTHER,SPRING,2022-4-6,2022-9-21
140830,BIRDIE WING: Golf Girls' Story,BIRDIE WING -Golf Girls' Story-,13.0,FINISHED,73.0,22835,427,"Drama, Slice of Life, Sports","Bandai Namco Pictures, TV Tokyo, HTC, Bandai, Bandai Namco Music Live, BANDAI SPIRITS, ADK Marketing Solutions, Q-Tec",ORIGINAL,SPRING,2022-4-6,2022-6-29
140960,SPY×FAMILY,SPY x FAMILY,12.0,FINISHED,84.0,414783,21503,"Action, Comedy, Slice of Life, Supernatural","CloverWorks, Wit Studio, Toho, Shueisha, TV Tokyo, Shogakukan-Shueisha Productions",MANGA,SPRING,2022-4-9,2022-6-25
141062,TECHNOROID: OVERMIND,Technoroid OVERMIND,12.0,FINISHED,59.0,5362,82,"Music, Sci-Fi","Doga Kobo, CyberAgent, Avex Pictures, TV Tokyo, CMI, Sotsu",OTHER,WINTER,2023-1-5,2023-3-30
141182,Seirei Gensouki 2,Seirei Gensouki: Spirit Chronicles Season 2,12.0,RELEASING,69.0,43741,1123,"Action, Drama, Fantasy, Romance","TMS Entertainment, WAO World, MediaNet, Hobby Japan, Crunchyroll, CTW, Asmik Ace, Nippon Columbia, Melonbooks, BS Fuji, Strawberry Meets Pictures, KLOCKWORX, Kanon, Nihon Narration Engi Kenkyuujo",LIGHT_NOVEL,FALL,2024-10-8,2024-12-24
141208,Tonikaku Kawaii Season 2,TONIKAWA: Over The Moon For You Season 2,12.0,FINISHED,76.0,66274,1458,"Comedy, Romance, Slice of Life","Warner Bros. Japan, Seven Arcs, Crunchyroll, Shogakukan, Shogakukan-Shueisha Productions, KLOCKWORX",MANGA,SPRING,2023-4-8,2023-6-24
141249,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,13.0,FINISHED,84.0,82281,2456,"Action, Comedy, Mystery, Supernatural","bones, KADOKAWA, Bandai Namco Music Live, Movic, Crunchyroll, Sony Music Solutions, WOWOW",MANGA,WINTER,2023-1-4,2023-3-29
141310,Wo De Pengyou Zhu Dick,,52.0,FINISHED,,30,0,"Adventure, Comedy",Pass Media,ORIGINAL,,2014-3-17,2014-4-21
141350,Kunoichi Tsubaki no Mune no Uchi,In the Heart of Kunoichi Tsubaki,13.0,FINISHED,69.0,19322,287,"Comedy, Supernatural","CloverWorks, Aniplex, Chuugai Kougyou, Good Smile Company, Shogakukan, BS11, ADK Marketing Solutions",MANGA,SPRING,2022-4-10,2022-7-3
141391,Yofukashi no Uta,Call of the Night,13.0,FINISHED,79.0,179558,6872,"Comedy, Psychological, Romance, Slice of Life, Supernatural","LIDENFILMS, Fuji TV, Aniplex, Shogakukan, Shogakukan-Shueisha Productions, Ultra Super Pictures, Tohan, Animax Broadcast Japan, Dentsu, Fuji Creative Corporation, Sentai Filmworks",MANGA,SUMMER,2022-7-8,2022-9-30
141774,Paripi Koumei,Ya Boy Kongming!,12.0,FINISHED,80.0,84729,2504,"Comedy, Drama, Music, Supernatural","P.A. Works, DMM pictures, Mainichi Broadcasting System, Avex Pictures, Kodansha, Sentai Filmworks",MANGA,SPRING,2022-3-31,2022-6-16
141775,Shoot! Goal to the Future,Shoot! Goal to the Future,13.0,FINISHED,47.0,4650,43,Sports,"EMT Squared, Crunchyroll, Being, Yomiuri TV Enterprise, NTT Plala, Horipro International, MAGNET, Amusement Media Academy, AT-X, Production Ace, BS Fuji, BS Nippon, Magic Bus",ORIGINAL,SUMMER,2022-7-2,2022-9-24
141785,Mononogatari,Malevolent Spirits: Mononogatari,12.0,FINISHED,69.0,20865,403,"Action, Supernatural","Bandai Namco Pictures, Shogakukan-Shueisha Productions, GREE Entertainment, Shogakukan Music & Digital Entertainment, Bandai Namco Music Live, BS11, Quaras, Happinet Phantom Studios",MANGA,WINTER,2023-1-10,2023-3-28
141821,Mato Seihei no Slave,Chained Soldier,12.0,FINISHED,67.0,65500,1665,"Action, Adventure, Drama, Ecchi, Fantasy, Romance","Seven Arcs, Pony Canyon, Yostar, MAGNET, AT-X",MANGA,WINTER,2024-1-4,2024-3-21
141911,Skip to Loafer,Skip and Loafer,12.0,FINISHED,81.0,92708,4028,"Comedy, Romance, Slice of Life","P.A. Works, DMM.com, Kodansha, Crunchyroll, NetEase Games, Kansai TV, BS Asahi, A-Sketch",MANGA,SPRING,2023-4-4,2023-6-20
141949,"Fuufu Ijou, Koibito Miman.","More than a Married Couple, but Not Lovers.",12.0,FINISHED,75.0,93379,3529,"Comedy, Drama, Ecchi, Romance","KADOKAWA, studio MOTHER, AT-X, Bandai Namco Music Live, Sun Television, KLOCKWORX, Exa International",MANGA,FALL,2022-10-9,2022-12-25
142074,Otomege Sekai wa Mob ni Kibishii Sekai desu,Trapped in a Dating Sim: The World of Otome Games Is Tough for Mobs,12.0,FINISHED,71.0,81984,2223,"Action, Fantasy, Mecha, Romance","KADOKAWA, ENGI, Sammy, Micro Magazine Sha, bilibili, AT-X, Micro House, Kadokawa Media House",LIGHT_NOVEL,SPRING,2022-4-3,2022-6-19
142080,Delicious Party♡Precure,Delicious Party Precure,45.0,FINISHED,65.0,4741,104,"Action, Fantasy, Mahou Shoujo",Toei Animation,ORIGINAL,WINTER,2022-2-6,2023-1-29
142095,Kami Kuzu☆Idol,Phantom of the Idol,10.0,FINISHED,66.0,7707,59,"Comedy, Supernatural","Avex Pictures, Studio Gokumi, TV Tokyo, Ichijinsha, Sotsu, AT-X, BS11, Contents Seed, Bit Grooove Promotion, NTV Music",MANGA,SUMMER,2022-7-2,2022-9-3
142193,"Eiyuu-ou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",Reborn to Master the Blade: From Hero-King to Extraordinary Squire,12.0,FINISHED,65.0,44536,877,"Action, Adventure, Comedy, Fantasy","Studio Comet, MediaNet, Nippon Columbia, Hobby Japan, My Theater D.D., MUSE, CTW, KLOCKWORX, Bit Grooove Promotion, AQUA ARIS",LIGHT_NOVEL,WINTER,2023-1-10,2023-3-28
142274,Ninjala,Ninjala the Animation,,RELEASING,47.0,1064,33,"Action, Comedy, Sci-Fi",OLM,VIDEO_GAME,WINTER,2022-1-8,None-None-None
142329,Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,11.0,FINISHED,86.0,351801,13752,"Action, Adventure, Fantasy, Supernatural","ufotable, Aniplex, Shueisha, Aniplex of America",MANGA,WINTER,2021-12-5,2022-2-13
142343,Golden Kamuy 4th Season,Golden Kamuy Season 4,13.0,FINISHED,81.0,25717,469,"Action, Adventure, Comedy","Brain's Base, NBCUniversal Entertainment Japan, Sammy, Shueisha, JR Higashi Nihon Kikaku, Good Smile Company, Twin Engine, TOKYO MX",MANGA,FALL,2022-10-3,2023-6-26
142481,Yowamushi Pedal: LIMIT BREAK,Yowamushi Pedal Limit Break,25.0,FINISHED,73.0,6642,145,"Comedy, Drama, Sports","TMS Entertainment, Toho, Akita Shoten, TV Tokyo, NHK Enterprises, MediaNet",MANGA,FALL,2022-10-9,2023-3-26
142541,Megaton-kyuu Musashi Season 2,MEGATON MUSASHI Season 2,15.0,FINISHED,64.0,1454,42,Mecha,"OLM, Level-5, Bandai, TOKYO MX, BS Fuji, Movic",OTHER,FALL,2022-10-7,2023-3-17
142598,Nanatsu no Maken ga Shihai Suru,Reign of the Seven Spellblades,15.0,FINISHED,64.0,51338,982,"Action, Fantasy","Warner Bros. Japan, J.C. Staff, KADOKAWA, KLOCKWORX, Movic, Bandai Namco Music Live, Konami Digital Entertainment, BS11, TOKYO MX, Sotsu",LIGHT_NOVEL,SUMMER,2023-7-8,2023-10-13
142599,Buta no Liver wa Kanetsu Shiro,Butareba -The Story of a Man Turned into a Pig-,12.0,FINISHED,57.0,13696,208,"Comedy, Fantasy","Aniplex, project No.9, KADOKAWA, BS11",LIGHT_NOVEL,FALL,2023-10-8,2024-2-6
142666,Migi to Dali,Migi&Dali,13.0,FINISHED,75.0,23142,643,"Drama, Mystery, Slice of Life","GEEKTOYS, CompTown, KADOKAWA, Nikkatsu, flying DOG, Bit Grooove Promotion",MANGA,FALL,2023-10-2,2023-12-25
142701,Koukyuu no Karasu,Raven of the Inner Palace,13.0,FINISHED,72.0,29944,641,"Drama, Fantasy, Mystery, Supernatural","Bandai Namco Pictures, Aniplex, Shueisha, Movic, Tohan, Marui Group, BS11, Kansai TV",LIGHT_NOVEL,FALL,2022-10-1,2022-12-24
142838,SPY×FAMILY Part 2,SPY x FAMILY Cour 2,13.0,FINISHED,82.0,246026,6017,"Action, Comedy, Slice of Life, Supernatural","Wit Studio, CloverWorks, Toho, Shueisha, TV Tokyo, Shogakukan-Shueisha Productions",MANGA,FALL,2022-10-1,2022-12-24
142842,Yu☆Gi☆Oh! Go Rush!!,,,RELEASING,50.0,2158,66,"Action, Fantasy, Sci-Fi",Bridge,ORIGINAL,SPRING,2022-4-3,None-None-None
142849,Ayakashi Triangle,Ayakashi Triangle,12.0,FINISHED,62.0,25419,413,"Action, Comedy, Ecchi, Romance, Supernatural","Aniplex, Shueisha, CONNECT, Yomiuri TV, BS11, Chuugai Kougyou, Marui Group",MANGA,WINTER,2023-1-10,2023-9-26
142853,Tokyo Revengers: Seiya Kessen-hen,Tokyo Revengers Season 2,13.0,FINISHED,76.0,107875,2313,"Action, Drama, Romance, Supernatural","Pony Canyon, LIDENFILMS, Kodansha, Sammy, AT-X, Mainichi Broadcasting System, Ultra Super Pictures, Studio Mausu",MANGA,WINTER,2023-1-8,2023-4-2
142877,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),Rurouni Kenshin (2023),24.0,FINISHED,74.0,43423,1098,"Action, Drama, Romance","LIDENFILMS, Aniplex, Shueisha, Fuji TV, Dentsu, Animax Broadcast Japan",MANGA,SUMMER,2023-7-7,2023-12-15
142914,Kyuuketsuki Sugu Shinu 2,The Vampire Dies in No Time Season 2,12.0,FINISHED,73.0,9732,180,"Comedy, Supernatural","MADHOUSE, Hakuhodo DY Music & Pictures, Pony Canyon, Marvelous, Studio Mausu, BS11, Frontier Works, Kadokawa Media House",MANGA,WINTER,2023-1-9,2023-3-27
142984,"Komi-san wa, Komyushou desu. 2",Komi Can't Communicate Part 2,12.0,FINISHED,79.0,128844,3099,"Comedy, Romance, Slice of Life","Shogakukan-Shueisha Productions, OLM",MANGA,SPRING,2022-4-7,2022-6-23
142985,Muv-Luv Alternative 2nd Season,Muv-Luv Alternative Season 2,12.0,FINISHED,63.0,5054,76,"Action, Drama, Mecha, Sci-Fi","FLAGSHIP LINE, Graphinica, Yumeta Company, Avex Pictures, Fuji TV, Crunchyroll, Tencent, BS Fuji, Dentsu, Bandai Namco Music Live, aNCHOR",VISUAL_NOVEL,FALL,2022-10-6,2022-12-22
143064,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,12.0,FINISHED,70.0,27873,549,"Comedy, Fantasy, Romance","Tezuka Productions, Mainichi Broadcasting System, DMM.com, NetEase Games, KADOKAWA, Pia, Movic, FuRyu, Bit Grooove Promotion, Sentai Filmworks",LIGHT_NOVEL,WINTER,2023-1-7,2023-3-25
143085,Saihate no Paladin: Tetsusabi no Yama no Ou,The Faraway Paladin: The Lord of Rust Mountains,12.0,FINISHED,73.0,33574,555,"Action, Adventure, Fantasy, Mystery, Psychological","OLM, Sunrise Beyond, bilibili, OVERLAP, Docomo Anime Store",LIGHT_NOVEL,FALL,2023-10-7,2023-12-23
143086,Poputepipikku 2,Pop Team Epic Season 2,12.0,FINISHED,74.0,14696,208,Comedy,"Space Neko Company, Kamikaze Douga, King Records",MANGA,FALL,2022-10-2,2022-12-18
143200,Summer Pockets,,,NOT_YET_RELEASED,,2888,54,"Drama, Romance, Slice of Life, Supernatural","Key, feel., Shogakukan-Shueisha Productions",VISUAL_NOVEL,,2025-None-None,None-None-None
143203,Kyoukai Senki Part 2,AMAIM Warrior at the Borderline Part 2,12.0,FINISHED,61.0,3876,49,"Fantasy, Mecha, Sci-Fi","Sunrise Beyond, BANDAI SPIRITS, Sunrise Music, Dentsu, Funimation",ORIGINAL,SPRING,2022-4-12,2022-6-28
143270,Lycoris Recoil,Lycoris Recoil,13.0,FINISHED,81.0,154899,7649,"Action, Slice of Life","A-1 Pictures, Aniplex, ABC Animation, BS11",ORIGINAL,SUMMER,2022-7-2,2022-9-24
143271,Mahouka Koukou no Rettousei 3rd Season,The Irregular at Magic High School Season 3,13.0,FINISHED,70.0,38382,773,"Action, Sci-Fi, Supernatural","Aniplex, 8-bit, KADOKAWA, Square Enix, Straight Edge, Movic, 8-bit",LIGHT_NOVEL,SPRING,2024-4-5,2024-6-28
143277,Urusei Yatsura (2022),Urusei Yatsura (2022),23.0,FINISHED,72.0,59960,1182,"Comedy, Romance, Sci-Fi, Supernatural","David Production, Fuji TV, Aniplex, Shogakukan, Shogakukan-Shueisha Productions, Fuji Creative Corporation, Dentsu, David Production",MANGA,FALL,2022-10-14,2023-3-24
143291,Fuku-chan (1982),,71.0,FINISHED,,87,1,Comedy,"Shin-Ei Animation, Dentsu",MANGA,WINTER,1982-2-11,1984-3-27
143327,MF Ghost,MF GHOST,12.0,FINISHED,74.0,22965,634,"Sci-Fi, Sports","Avex Pictures, Felix Film, Kodansha, Animax Broadcast Japan, Crunchyroll, Sammy, JIN",MANGA,FALL,2023-10-2,2023-12-18
143337,"Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita: Sono ni",,,NOT_YET_RELEASED,,20298,232,"Comedy, Fantasy, Slice of Life",Teddy,LIGHT_NOVEL,SPRING,2025-4-None,None-None-None
143338,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,The Angel Next Door Spoils Me Rotten,12.0,FINISHED,77.0,98313,4447,"Romance, Slice of Life","project No.9, Toho, SB Creative, Pony Canyon, Movic, Good Smile Company, Pia, TOKYO MX",LIGHT_NOVEL,WINTER,2023-1-7,2023-3-25
143417,Teppen!!!!!!!!!!!!!!!,TEPPEN!!!!!!!!!!!!!!! Laughing 'til You Cry,12.0,FINISHED,63.0,7658,77,"Comedy, Slice of Life","Drive, Bushiroad Creative, Bushiroad Move, CyberAgent, TOKYO MX, EPX",MANGA,SUMMER,2022-7-2,2022-9-24
143598,Kijin Gentoushou,,,NOT_YET_RELEASED,,5813,47,"Action, Adventure, Fantasy","Yokohama Animation Lab, Mainichi Broadcasting System",OTHER,,2025-None-None,None-None-None
143653,Kimi wa Houkago Insomnia,Insomniacs after school,13.0,FINISHED,79.0,74004,2121,"Romance, Slice of Life","Pony Canyon, LIDENFILMS, TV Tokyo, Shogakukan, Ultra Super Pictures, MAGNET, CHOCOLATE",MANGA,SPRING,2023-4-11,2023-7-4
143866,Jaku-Chara Tomozaki-kun 2nd STAGE,Bottom-Tier Character Tomozaki 2nd Stage,13.0,FINISHED,70.0,38673,660,"Comedy, Drama, Romance, Slice of Life","Happinet Phantom Studios, project No.9, Dream Shift, Asmik Ace, Pony Canyon, YOMIURI BRAND STUDIO, BS11, arma bianca, AT-X, KLOCKWORX, TOKYO MX, Bit Grooove Promotion, Bergamo",LIGHT_NOVEL,WINTER,2024-1-3,2024-3-27
144092,"Benriya Saitou-san, Isekai ni Iku",Handyman Saitou in Another World,12.0,FINISHED,73.0,48837,1212,"Adventure, Comedy, Fantasy, Slice of Life","KADOKAWA, C2C, GREE Entertainment, AT-X, BS Nittele",MANGA,WINTER,2023-1-8,2023-3-26
144144,Ooyukiumi no Kaina,Kaina of the Great Snow Sea,11.0,FINISHED,64.0,15829,136,"Drama, Fantasy","POLYGON PICTURES, Fuji TV, Crunchyroll, Sony Pictures Entertainment, Dentsu, bilibili, NetEase Games, BS Fuji",ORIGINAL,WINTER,2023-1-12,2023-3-23
144176,Kami wa Game ni Ueteiru.,Gods' Games We Play,13.0,FINISHED,60.0,28982,471,"Comedy, Drama, Ecchi, Fantasy, Romance","KADOKAWA, LIDENFILMS, Ultra Super Pictures, AT-X, Crunchyroll, Sammy, bilibili, Pony Canyon",LIGHT_NOVEL,SPRING,2024-4-1,2024-6-24
