id,title_romaji,title_english,episodes,status,average_score,popularity,favourites,genres,studios,source,season,start_date,end_date
1,Cowboy Bebop,Cowboy Bebop,26.0,FINISHED,86.0,372252,24316,"Action, Adventure, Drama, Sci-Fi","Sunrise, Bandai Visual, Bandai Entertainment",ORIGINAL,SPRING,1998-4-3,1999-4-24
6,TRIGUN,Trigun,26.0,FINISHED,80.0,133477,5274,"Action, Adventure, Comedy, Drama, Sci-Fi","MADHOUSE, Nippon Victor, Arts Pro, Funimation",MANGA,SPRING,1998-4-1,1998-9-30
7,Witch Hunter ROBIN,Witch Hunter ROBIN,26.0,FINISHED,68.0,18157,204,"Action, Drama, Mystery, Supernatural","Sunrise, Bandai Visual, Bandai Entertainment",ORIGINAL,SUMMER,2002-7-2,2002-12-24
8,Bouken Ou Beet,Beet the Vandel Buster,52.0,FINISHED,65.0,2555,29,"Adventure, Fantasy, Supernatural","Toei Animation, Dentsu, TV Tokyo",MANGA,FALL,2004-9-30,2005-9-29
15,Eyeshield 21,Eyeshield 21,145.0,FINISHED,76.0,28520,662,"Action, Comedy, Sports","Studio Gallop, NAS, Nihon Ad Systems, Sentai Filmworks, TV Tokyo Music, Animation Planet",MANGA,SPRING,2005-4-6,2008-3-19
16,Hachimitsu to Clover,Honey and Clover,24.0,FINISHED,76.0,49595,816,"Comedy, Drama, Romance, Slice of Life","J.C. Staff, Nomad, Genco, Viz Media, Asmik Ace, Dentsu, Discotek, Fuji TV",MANGA,SPRING,2005-4-15,2005-9-27
17,Hungry Heart: Wild Striker,,52.0,FINISHED,71.0,4066,71,"Comedy, Slice of Life, Sports","Nippon Animation, Fuji TV",MANGA,FALL,2002-9-11,2003-9-10
18,Initial D FOURTH STAGE,Initial D 4th Stage,24.0,FINISHED,80.0,39032,770,"Action, Drama, Sports","OB Planning, Funimation, A.C.G.T., Studio Jack",MANGA,SPRING,2004-4-17,2006-2-18
19,MONSTER,Monster,74.0,FINISHED,88.0,249214,17502,"Drama, Horror, Mystery, Psychological, Thriller","MADHOUSE, VAP, Viz Media, Nippon Television Network",MANGA,SPRING,2004-4-7,2005-9-28
20,NARUTO,Naruto,220.0,FINISHED,79.0,571389,27314,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural","Studio Pierrot, TV Tokyo, Aniplex, Viz Media, Shueisha, KSS, SME Visual Works, Rakuonsha",MANGA,FALL,2002-10-3,2007-2-8
21,ONE PIECE,ONE PIECE,,RELEASING,88.0,567668,82301,"Action, Adventure, Comedy, Drama, Fantasy","Toei Animation, Funimation, Fuji TV, 4Kids Entertainment, TAP, Asatsu DK, Magic Bus, Mushi Production, Studio Guts, Asahi Production, Avex Pictures",MANGA,FALL,1999-10-20,None-None-None
22,Tennis no Ouji-sama,The Prince of Tennis,178.0,FINISHED,75.0,30164,623,"Action, Comedy, Sports","Production I.G, Trans Arts, Viz Media, NAS, Funimation",MANGA,FALL,2001-10-10,2005-3-23
23,Ring ni Kakero 1,,12.0,FINISHED,60.0,1381,18,"Action, Sports","Toei Animation, Marvelous Entertainment",MANGA,FALL,2004-10-6,2004-12-15
24,School Rumble,School Rumble,26.0,FINISHED,76.0,49966,975,"Comedy, Romance, Slice of Life","TV Tokyo, Sotsu, Marvelous Entertainment, Starchild Records, Funimation, Media Factory, Studio Comet, DAX Production, Studio Jack",MANGA,FALL,2004-10-5,2005-3-29
25,Sunabouzu,Desert Punk,24.0,FINISHED,68.0,23793,304,"Action, Adventure, Comedy, Ecchi, Sci-Fi","GONZO, GDH, Funimation, Pony Canyon, CBC",MANGA,FALL,2004-10-6,2005-3-30
26,TEXHNOLYZE,Texhnolyze,22.0,FINISHED,77.0,64756,2362,"Action, Drama, Psychological, Sci-Fi","MADHOUSE, Group TAC, Funimation, Rondo Robe, Fuji TV, Pioneer LDC",ORIGINAL,SPRING,2003-4-17,2003-9-25
27,Trinity Blood,Trinity Blood,24.0,FINISHED,67.0,22779,279,"Action, Drama, Horror, Sci-Fi, Supernatural","GONZO, Funimation",LIGHT_NOVEL,SPRING,2005-4-29,2005-10-28
28,Yakitate!! Japan,,69.0,FINISHED,75.0,16901,283,Comedy,"Sunrise, TV Tokyo, Aniplex, d-rights",MANGA,FALL,2004-10-12,2006-3-14
29,Zipang,,26.0,FINISHED,71.0,5341,53,"Action, Sci-Fi","NBCUniversal Entertainment Japan, Studio DEEN, Marvelous Entertainment",MANGA,FALL,2004-10-7,2005-3-31
30,Shin Seiki Evangelion,Neon Genesis Evangelion,26.0,FINISHED,83.0,378656,30498,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi","Gainax, TV Tokyo, ADV Films, Kadokawa Shoten, NAS, Tatsunoko Production, GKids, Madman Entertainment",ORIGINAL,FALL,1995-10-3,1996-3-27
33,Kenpuu Denki Berserk,Berserk,25.0,FINISHED,84.0,131589,8122,"Action, Adventure, Drama, Fantasy, Horror, Supernatural","OLM, VAP, Media Blasters, NYAV Post, Nippon Television Network, Hakusensha",MANGA,FALL,1997-10-7,1998-3-31
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Rurouni Kenshin,94.0,FINISHED,79.0,75415,2168,"Action, Adventure, Comedy, Drama, Romance","Studio Gallop, Studio DEEN, SME Visual Works, Fuji TV, Media Blasters, Aniplex of America",MANGA,WINTER,1996-1-10,1998-9-8
48,.hack//SIGN,.hack//Sign,26.0,FINISHED,65.0,28849,469,"Adventure, Fantasy, Mystery, Sci-Fi","Bee Train, Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2, Bandai Entertainment",ORIGINAL,SPRING,2002-4-4,2002-9-26
50,Aa! Megami-sama! (TV),Oh! My Goddess (TV),24.0,FINISHED,69.0,21192,255,"Comedy, Romance, Supernatural","Bandai Visual, AIC, TBS, Media Blasters, NYAV Post",MANGA,WINTER,2005-1-7,2005-7-8
52,Kidou Tenshi Angelic Layer,Angelic Layer,26.0,FINISHED,69.0,9308,127,"Comedy, Drama, Sci-Fi, Sports","bones, TV Tokyo Music, Sentai Filmworks",MANGA,SPRING,2001-4-1,2001-9-23
53,Ai Yori Aoshi,Ai Yori Aoshi,24.0,FINISHED,67.0,15032,114,"Comedy, Drama, Romance, Slice of Life","J.C. Staff, Funimation, Movic, Fuji TV, Pioneer LDC, Cosmic Ray",MANGA,SPRING,2002-4-11,2002-9-26
55,Arc the Lad,,26.0,FINISHED,61.0,2487,18,"Action, Adventure, Fantasy, Horror, Sci-Fi","Bee Train, Sony Pictures Entertainment, Aniplex, ADV Films",VIDEO_GAME,SPRING,1999-4-5,1999-9-11
56,Avenger,,13.0,FINISHED,55.0,2943,18,"Adventure, Fantasy, Sci-Fi","Bee Train, Bandai Entertainment, Yomiuri Advertising",ORIGINAL,FALL,2003-10-2,2003-12-25
57,BECK,Beck: Mongolian Chop Squad,26.0,FINISHED,80.0,65179,2244,"Comedy, Drama, Music, Slice of Life","MADHOUSE, Marvelous Entertainment, Starchild Records, Funimation, Asatsu DK, Kodansha",MANGA,FALL,2004-10-6,2005-3-30
58,BLUE GENDER,Blue Gender,26.0,FINISHED,66.0,13356,132,"Adventure, Drama, Horror, Mecha, Psychological, Romance, Sci-Fi","AIC, Funimation, Youmex, Toshiba EMI",ORIGINAL,FALL,1999-10-8,2000-3-31
59,Chobits,Chobits,26.0,FINISHED,70.0,72756,1440,"Comedy, Drama, Ecchi, Romance, Sci-Fi","MADHOUSE, NBCUniversal Entertainment Japan, Funimation, TBS, Pioneer LDC",MANGA,SPRING,2002-4-3,2002-9-25
60,Chrno Crusade,Chrono Crusade,24.0,FINISHED,71.0,28031,328,"Action, Romance, Supernatural","GONZO, Funimation, Lantis, Kadokawa Shoten",MANGA,FALL,2003-11-24,2004-6-10
61,D.N.Angel,D.N.Angel,26.0,FINISHED,66.0,19546,226,"Action, Comedy, Fantasy, Romance","Xebec, ADV Films, Kadokawa Shoten, Discotek",MANGA,SPRING,2003-4-3,2003-9-25
62,D.C.: Da Capo,D.C.~Da Capo~,26.0,FINISHED,62.0,11619,68,"Drama, Romance","feel., Lantis, ZEXCS",VISUAL_NOVEL,SUMMER,2003-7-5,2003-12-27
63,DearS,DearS,12.0,FINISHED,59.0,19749,159,"Comedy, Ecchi, Romance, Sci-Fi","Bandai Visual, Hal Film Maker, Genco, Lantis, Daume, Discotek",MANGA,SUMMER,2004-7-11,2004-9-26
64,Rozen Maiden,Rozen Maiden,12.0,FINISHED,70.0,31603,463,"Action, Comedy, Drama, Supernatural","Nomad, Mellow Head, Pony Canyon, Sentai Filmworks, Memory-Tech, Studio Jack",MANGA,FALL,2004-10-8,2004-12-24
65,Rozen Maiden: Träumend,Rozen Maiden: Dreaming,12.0,FINISHED,72.0,14472,140,"Action, Comedy, Drama","Nomad, Mellow Head, TBS, Sentai Filmworks",MANGA,FALL,2005-10-21,2006-1-27
66,Azumanga Daiou THE ANIMATION,Azumanga Daioh,26.0,FINISHED,79.0,78946,3367,"Comedy, Slice of Life","J.C. Staff, Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, Sentai Filmworks, J.C. Staff",MANGA,SPRING,2002-4-9,2002-10-1
67,Basilisk: Kouga Ninpouchou,Basilisk,24.0,FINISHED,71.0,26765,357,"Action, Adventure, Drama, Romance","GONZO, GDH, Funimation, Kodansha",MANGA,SPRING,2005-4-13,2005-9-21
68,Black Cat,Black Cat,23.0,FINISHED,69.0,34767,436,"Adventure, Comedy, Sci-Fi","GONZO, GDH, Dentsu, Funimation, TBS",MANGA,FALL,2005-10-6,2006-3-30
69,CLUSTER EDGE,,25.0,FINISHED,55.0,1849,12,"Action, Fantasy, Sci-Fi","Sunrise, Bandai Visual, Sentai Filmworks, Sony Music Entertainment, Marvelous Interactive",ORIGINAL,FALL,2005-10-4,2006-3-28
71,Full Metal Panic!,Full Metal Panic!,24.0,FINISHED,72.0,76552,1011,"Action, Comedy, Mecha, Sci-Fi","GONZO, Funimation, Kadokawa Shoten",LIGHT_NOVEL,WINTER,2002-1-8,2002-6-18
72,Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,12.0,FINISHED,77.0,38163,733,"Action, Comedy, Romance","Kyoto Animation, ADV Films, Funimation",LIGHT_NOVEL,SUMMER,2003-8-26,2003-10-18
73,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,13.0,FINISHED,76.0,35038,444,"Action, Mecha, Sci-Fi","Kyoto Animation, ADV Films, Funimation, Kadokawa Shoten, Kadokawa Pictures USA, Happinet Pictures",LIGHT_NOVEL,SUMMER,2005-7-14,2005-10-20
74,Gakuen Alice,,26.0,FINISHED,73.0,15115,406,"Comedy, Drama, Fantasy, Supernatural","Aniplex, Group TAC, Sogo Vision, The Right Stuf International",MANGA,FALL,2004-10-30,2005-5-14
75,Soukyuu no Fafner,Fafner,25.0,FINISHED,69.0,11200,144,"Drama, Mecha, Sci-Fi","Xebec, NBCUniversal Entertainment Japan, Funimation, TV Tokyo Music",ORIGINAL,SUMMER,2004-7-5,2004-12-27
76,Mahou Shoujo Lyrical Nanoha,Magical Girl Lyrical Nanoha,13.0,FINISHED,71.0,23260,328,"Action, Comedy, Drama, Fantasy, Mahou Shoujo","Seven Arcs, Funimation, Omnibus Japan",ORIGINAL,FALL,2004-10-3,2004-12-26
77,Mahou Shoujo Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,13.0,FINISHED,78.0,13343,299,"Action, Comedy, Drama, Fantasy, Mahou Shoujo","Seven Arcs, Funimation",ORIGINAL,FALL,2005-10-2,2005-12-25
79,SHUFFLE!,,24.0,FINISHED,65.0,39046,282,"Comedy, Drama, Ecchi, Fantasy, Romance","Xebec, Funimation, Lantis, Asread, Memory-Tech",VISUAL_NOVEL,SUMMER,2005-7-8,2006-1-6
80,Kidou Senshi Gundam,Mobile Suit Gundam,43.0,FINISHED,76.0,35063,1283,"Drama, Mecha, Sci-Fi","Sunrise, Bandai Entertainment",ORIGINAL,SPRING,1979-4-7,1980-1-26
85,Kidou Senshi Zeta Gundam,Mobile Suit Zeta Gundam,50.0,FINISHED,77.0,20783,1222,"Drama, Mecha, Sci-Fi","Sunrise, Bandai Entertainment",ORIGINAL,SPRING,1985-3-2,1986-2-22
86,Kidou Senshi Gundam Double Zeta,Mobile Suit Gundam ZZ,47.0,FINISHED,65.0,13159,271,"Drama, Mecha, Sci-Fi",Sunrise,ORIGINAL,SPRING,1986-3-8,1987-1-31
89,Kidou Senshi Victory Gundam,Mobile Suit Victory Gundam,51.0,FINISHED,65.0,8028,151,"Drama, Mecha, Sci-Fi","Sunrise, Studio DEEN, Apollon",ORIGINAL,SPRING,1993-4-2,1994-3-25
90,Shin Kidou Senki Gundam Wing,Mobile Suit Gundam Wing,49.0,FINISHED,71.0,25223,589,"Action, Adventure, Drama, Mecha, Sci-Fi","Sunrise, TV Asahi, Bandai Entertainment",ORIGINAL,SPRING,1995-4-7,1996-3-29
92,Kidou Shin Seiki Gundam X,After War Gundam X,39.0,FINISHED,71.0,8589,192,"Adventure, Drama, Mecha, Sci-Fi",Sunrise,ORIGINAL,SPRING,1996-4-5,1996-12-28
93,Kidou Senshi Gundam SEED,Mobile Suit Gundam Seed,50.0,FINISHED,72.0,25582,610,"Action, Drama, Mecha, Sci-Fi","Sunrise, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment",ORIGINAL,FALL,2002-10-5,2003-9-27
94,Kidou Senshi Gundam SEED DESTINY,Mobile Suit Gundam Seed Destiny,50.0,FINISHED,65.0,15734,244,"Action, Drama, Mecha, Romance, Sci-Fi","Sunrise, Mainichi Broadcasting System, Bandai Entertainment, Sony Music Entertainment",ORIGINAL,FALL,2004-10-9,2005-10-1
95,∀ Gundam,Turn A Gundam,50.0,FINISHED,79.0,16299,1033,"Action, Adventure, Drama, Mecha, Sci-Fi","Sunrise, Fuji TV",ORIGINAL,SPRING,1999-4-9,2000-4-14
96,Kidou Butouden G Gundam,Mobile Fighter G Gundam,49.0,FINISHED,74.0,14317,639,"Action, Adventure, Drama, Mecha, Romance","Sunrise, TV Asahi, Bandai Entertainment",ORIGINAL,SPRING,1994-4-22,1995-3-31
97,Last Exile,Last Exile,26.0,FINISHED,74.0,28315,410,"Action, Adventure, Sci-Fi","GONZO, NBCUniversal Entertainment Japan, GDH, Funimation, TV Tokyo Music, Victor Entertainment, TV Tokyo",ORIGINAL,SPRING,2003-4-7,2003-9-29
98,Mai-HiME,My-HiME,26.0,FINISHED,69.0,17654,186,"Action, Comedy, Drama, Fantasy, Mecha, Romance","Sunrise, TV Tokyo Music, Funimation, Bandai Visual",ORIGINAL,FALL,2004-9-30,2005-3-31
99,Mai-Otome,My-Otome,26.0,FINISHED,69.0,7271,74,"Comedy, Drama, Fantasy","Sunrise, Bandai Visual, Lantis, TV Tokyo Music, Funimation",ORIGINAL,FALL,2005-10-7,2006-3-31
100,Shin Shirayuki-hime Densetsu Pretear,Prétear: The New Legend of Snow White,13.0,FINISHED,66.0,9150,107,"Comedy, Drama, Fantasy, Mahou Shoujo, Romance","Hal Film Maker, ADV Films, Funimation, Kadokawa Shoten, Rondo Robe",MANGA,SPRING,2001-4-4,2001-6-21
101,AIR,Air,13.0,FINISHED,68.0,43628,487,"Drama, Romance, Slice of Life, Supernatural","Kyoto Animation, Pony Canyon, TBS, Key",VISUAL_NOVEL,WINTER,2005-1-7,2005-4-1
102,Aishiteruze Baby★★,Love You Baby,26.0,FINISHED,71.0,12760,137,"Comedy, Drama, Romance","TMS Entertainment, Animax, Toei Video, Sunny Side Up",MANGA,SPRING,2004-4-3,2004-10-9
103,Akazukin Chacha,Red Riding Hood Chacha,74.0,FINISHED,69.0,3593,67,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance","NAS, Studio Gallop",MANGA,WINTER,1994-1-7,1995-6-30
104,Ayashi no Ceres,"Ceres, Celestial Legend",24.0,FINISHED,65.0,7610,78,"Adventure, Comedy, Drama, Horror, Romance","Studio Pierrot, Bandai Visual, Discotek",MANGA,SPRING,2000-4-20,2000-9-28
105,Boys Be...,,13.0,FINISHED,58.0,3748,18,"Comedy, Romance, Slice of Life","Hal Film Maker, The Right Stuf International",MANGA,SPRING,2000-4-11,2000-7-4
106,Hana Yori Dango,Hana Yori Dango (Boys Over Flowers),51.0,FINISHED,70.0,11298,249,"Comedy, Drama, Romance","Toei Animation, Viz Media",MANGA,FALL,1996-9-8,1997-8-31
107,Ou Dorobou JING,Jing: King of Bandits,13.0,FINISHED,66.0,6230,55,"Adventure, Comedy, Fantasy, Sci-Fi","Aniplex, Studio DEEN, ADV Films, SME Visual Works",MANGA,SPRING,2002-5-15,2002-8-14
109,Bakuretsu Tenshi,Burst Angel,24.0,FINISHED,63.0,10235,81,"Adventure, Comedy, Mecha, Sci-Fi","GONZO, GDH, TV Asahi, Funimation, Imagica",ORIGINAL,SPRING,2004-5-6,2004-9-14
110,Chuuka Ichiban!,Cooking Master Boy,52.0,FINISHED,70.0,3695,43,"Action, Adventure, Drama",Nippon Animation,MANGA,SPRING,1997-4-27,1998-9-13
111,Corrector Yui,Corrector Yui,26.0,FINISHED,66.0,4289,78,"Adventure, Comedy, Mahou Shoujo, Sci-Fi","Nippon Animation, NHK, Viz Media",ORIGINAL,SPRING,1999-4-9,1999-10-15
113,Uchuu no Stellvia,Stellvia of the Universe,26.0,FINISHED,70.0,5365,37,"Action, Mecha, Romance, Sci-Fi","Xebec, TV Tokyo Music",ORIGINAL,SPRING,2003-4-3,2003-9-25
115,Ijigen no Sekai El Hazard,El Hazard: The Alternative World,13.0,FINISHED,64.0,1877,15,"Adventure, Comedy, Fantasy","AIC, Pioneer LDC",ORIGINAL,WINTER,1998-1-8,1998-3-26
116,Shinpi no Sekai El Hazard (TV),El Hazard: The Wanderers,26.0,FINISHED,66.0,3494,34,"Adventure, Comedy","TV Tokyo, NBCUniversal Entertainment Japan, AIC, SoftX, Pioneer LDC, The Right Stuf International, TV Tokyo Music",ORIGINAL,FALL,1995-10-6,1996-3-29
120,Fruits Basket,Fruits Basket,26.0,FINISHED,74.0,83031,1659,"Comedy, Drama, Romance, Slice of Life, Supernatural","Studio DEEN, Funimation",MANGA,SUMMER,2001-7-5,2001-12-27
121,Hagane no Renkinjutsushi,Fullmetal Alchemist,51.0,FINISHED,79.0,212636,5519,"Action, Adventure, Drama, Fantasy","bones, Aniplex, Square Enix, Mainichi Broadcasting System",MANGA,FALL,2003-10-4,2004-10-2
122,Full Moon wo Sagashite,Full Moon,52.0,FINISHED,76.0,18017,550,"Comedy, Drama, Mahou Shoujo, Music, Romance, Supernatural","Studio DEEN, Viz Media, NAS",MANGA,SPRING,2002-4-6,2003-3-29
123,Fushigi Yuugi,Fushigi Yugi: The Mysterious Play,52.0,FINISHED,71.0,17280,399,"Adventure, Comedy, Drama, Fantasy, Romance","Studio Pierrot, TV Tokyo, NBCUniversal Entertainment Japan, Shogakukan-Shueisha Productions, Yomiko Advertising, Media Blasters, Apollon",MANGA,SPRING,1995-4-6,1996-3-28
125,Futakoi,Futakoi,13.0,FINISHED,59.0,5675,23,"Comedy, Romance","Telecom Animation Film, Lantis, Discotek",ORIGINAL,FALL,2004-10-6,2004-12-29
126,Futakoi Alternative,Futakoi Alternative,13.0,FINISHED,65.0,5609,48,"Comedy, Drama, Romance","ufotable, feel., Studio Flag, Lantis",ORIGINAL,SPRING,2005-4-7,2005-6-30
127,Gate Keepers,Gate Keepers,24.0,FINISHED,63.0,3705,30,"Action, Comedy, Fantasy, Mecha, Sci-Fi","GONZO, Media Factory",VIDEO_GAME,SPRING,2000-4-3,2000-9-18
129,Gensou Maden Saiyuuki,Saiyuki,50.0,FINISHED,70.0,8966,148,"Adventure, Comedy, Drama, Supernatural","Group TAC, ADV Films, Studio Pierrot, Dentsu, TV Tokyo",MANGA,SPRING,2000-4-4,2001-3-27
130,Saiyuuki RELOAD,Saiyuki Reload,25.0,FINISHED,69.0,5328,54,"Action, Adventure, Comedy, Drama, Fantasy","Studio Pierrot, TV Tokyo, Dentsu",MANGA,FALL,2003-10-2,2004-3-25
131,Saiyuuki RELOAD GUNLOCK,Saiyuki Gunlock,26.0,FINISHED,68.0,3534,19,"Action, Adventure, Comedy, Fantasy",Studio Pierrot,MANGA,SPRING,2004-4-2,2004-9-24
132,GetBackers: Dakkanya,GetBackers,49.0,FINISHED,71.0,16726,251,"Action, Comedy, Drama, Mystery","Studio DEEN, TBS, Kodansha, Rondo Robe, Rakuonsha, Sentai Filmworks",MANGA,FALL,2002-10-5,2003-9-20
133,Green Green,,12.0,FINISHED,53.0,14272,66,"Comedy, Ecchi, Romance, Slice of Life","Studio Matrix, Pony Canyon, Media Blasters, Memory-Tech, Pony Canyon Enterprise, Studio Jack",VISUAL_NOVEL,SUMMER,2003-7-12,2003-9-27
134,GUNSLINGER GIRL,Gunslinger Girl,13.0,FINISHED,71.0,33758,397,"Action, Drama, Psychological, Sci-Fi","MADHOUSE, Marvelous Entertainment, Funimation, Fuji TV",MANGA,FALL,2003-10-8,2004-2-19
135,Hikaru no Go,Hikaru no Go,75.0,FINISHED,78.0,23016,578,"Comedy, Sports, Supernatural","Studio Pierrot, TV Tokyo, Dentsu, Viz Media, Dream Force",MANGA,FALL,2001-10-10,2003-3-26
136,HUNTER×HUNTER,Hunter x Hunter,62.0,FINISHED,82.0,105633,3077,"Action, Adventure, Fantasy","Nippon Animation, Viz Media, Fuji TV, Shueisha",MANGA,FALL,1999-10-16,2001-3-31
141,Jinki:Extend,Jinki:Extend,12.0,FINISHED,55.0,2412,9,"Mecha, Sci-Fi","feel., Funimation, ADV Films, GANSIS, TV Asahi",MANGA,WINTER,2005-1-5,2005-3-23
142,Kamikaze Kaitou Jeanne,,44.0,FINISHED,71.0,8952,205,"Action, Adventure, Comedy, Drama, Fantasy, Mahou Shoujo, Mystery, Romance, Supernatural","Toei Animation, TV Asahi, Toei Agency",MANGA,WINTER,1999-2-13,2000-1-29
143,Kannazuki no Miko,Destiny of the Shrine Maiden,12.0,FINISHED,62.0,13103,148,"Drama, Mecha, Romance","Studio Fantasia, NBCUniversal Entertainment Japan, Remic, Front Line, TNK, Kodansha, Rondo Robe, Sentai Filmworks, Memory-Tech, Toshiba Entertainment",MANGA,FALL,2004-10-2,2004-12-18
144,Kanon,,13.0,FINISHED,64.0,12444,70,"Drama, Romance, Slice of Life, Supernatural","Toei Animation, Movic, Fuji TV, Fujipacific Music, Key",VISUAL_NOVEL,WINTER,2002-1-31,2002-3-28
145,Kareshi Kanojo no Jijou,His and Her Circumstances,26.0,FINISHED,75.0,53925,1748,"Comedy, Drama, Romance, Slice of Life","Gainax, J.C. Staff, The Right Stuf International, GANSIS, TV Tokyo",MANGA,FALL,1998-10-2,1999-3-26
146,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,12.0,FINISHED,61.0,8991,41,"Comedy, Drama, Romance, Sci-Fi","Gainax, Shaft, ADV Films, TBS, Rondo Robe, Movic",ORIGINAL,SPRING,2004-4-2,2004-6-18
147,Kimi ga Nozomu Eien,Rumbling Hearts,14.0,FINISHED,66.0,21324,202,"Drama, Romance, Slice of Life","Studio Fantasia, Funimation, Lantis, Media Factory, Age",VISUAL_NOVEL,FALL,2003-10-5,2004-1-4
148,Kita e.: Diamond Dust Drops,Diamond Daydreams,12.0,FINISHED,62.0,2062,10,"Drama, Romance, Slice of Life","Studio DEEN, ADV Films, AT-X, Avex Entertainment",VISUAL_NOVEL,WINTER,2004-1-20,2004-4-5
149,LOVELESS,Loveless,12.0,FINISHED,58.0,14385,114,"Action, Drama, Fantasy, Mystery, Romance","J.C. Staff, Bandai Visual, TV Asahi, Movic, Media Blasters",MANGA,SPRING,2005-4-7,2005-6-30
150,BLOOD+,Blood+,50.0,FINISHED,71.0,51079,768,"Action, Drama, Horror, Mystery, Supernatural","Production I.G, Aniplex, Mainichi Broadcasting System",ORIGINAL,FALL,2005-10-8,2006-9-23
152,Solty Rei,Solty Rei,24.0,FINISHED,69.0,5266,48,"Action, Sci-Fi","GONZO, AIC, TV Asahi, Funimation",ORIGINAL,FALL,2005-10-6,2006-3-30
153,Juuni Kokuki,The Twelve Kingdoms,45.0,FINISHED,77.0,31360,706,"Action, Adventure, Fantasy, Supernatural","Studio Pierrot, Sogo Vision, Discotek",LIGHT_NOVEL,SPRING,2002-4-9,2003-8-30
154,Shaman King,Shaman King,64.0,FINISHED,73.0,50700,1066,"Action, Adventure, Comedy, Drama, Supernatural","TV Tokyo, NAS, 4Kids Entertainment, TV Tokyo Music, Xebec, Discotek",MANGA,SUMMER,2001-7-4,2002-9-25
156,X (TV),X (TV),24.0,FINISHED,69.0,13297,149,"Action, Drama, Fantasy, Romance","MADHOUSE, Bandai Visual, Kadokawa Shoten, Character and Anime Dot Com, d-rights",MANGA,FALL,2001-10-3,2002-3-27
157,Mahou Sensei Negima!,Negima!,26.0,FINISHED,65.0,23209,188,"Comedy, Ecchi, Fantasy, Romance","Xebec, Starchild Records, Sentai Filmworks",MANGA,WINTER,2005-1-6,2005-6-30
158,Maria-sama ga Miteru,Maria Watches Over Us,13.0,FINISHED,69.0,15469,180,"Drama, Romance, Slice of Life","Studio DEEN, Rondo Robe, TV Tokyo Music, Maiden Japan",LIGHT_NOVEL,WINTER,2004-1-8,2004-4-1
159,Boukyaku no Senritsu,Melody of Oblivion,24.0,FINISHED,58.0,3494,21,"Action, Adventure, Fantasy, Horror, Mecha, Sci-Fi","Gainax, J.C. Staff, Kadokawa Shoten, KENMedia",MANGA,SPRING,2004-4-7,2004-9-22
160,"Ima, Soko ni Iru Boku","Now and Then, Here and There",13.0,FINISHED,73.0,35273,472,"Adventure, Drama, Fantasy, Sci-Fi","AIC, Pioneer LDC, Central Park Media",ORIGINAL,FALL,1999-10-14,2000-1-20
161,PEACE MAKER Kurogane,Peacemaker,24.0,FINISHED,68.0,7995,74,"Action, Comedy","GONZO, GDH, TV Asahi, ADV Films, Funimation, Imagica",MANGA,FALL,2003-10-8,2004-3-24
162,Pitaten,Pita-Ten,26.0,FINISHED,64.0,4113,42,"Comedy, Fantasy, Romance","MADHOUSE, Broccoli, Studio Matrix, TV Osaka, Yomiuri Advertising",MANGA,SPRING,2002-4-7,2002-9-29
163,Power Stone,Power Stone,26.0,FINISHED,61.0,1859,19,"Adventure, Comedy, Fantasy","Studio Pierrot, Avex Entertainment, ADV Films, TBS",VIDEO_GAME,SPRING,1999-4-3,1999-9-25
165,RahXephon,RahXephon,26.0,FINISHED,70.0,23566,319,"Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi","bones, ADV Films, Asatsu DK, Madman Entertainment",ORIGINAL,WINTER,2002-1-21,2002-9-10
166,Samurai 7,Samurai 7,26.0,FINISHED,70.0,18356,195,"Action, Mecha, Sci-Fi","GONZO, GDH, Funimation",OTHER,SUMMER,2004-6-12,2004-12-25
167,Scrapped Princess,Scrapped Princess,24.0,FINISHED,70.0,15536,121,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi","bones, Lantis, Funimation",LIGHT_NOVEL,SPRING,2003-4-8,2003-10-7
168,Scryed,s-CRY-ed,26.0,FINISHED,70.0,13079,211,"Action, Adventure, Sci-Fi","Sunrise, Yomiko Advertising, Discotek",ORIGINAL,SUMMER,2001-7-4,2001-12-26
169,Shingetsutan Tsukihime,Lunar Legend Tsukihime,12.0,FINISHED,60.0,29368,238,"Action, Horror, Mystery, Romance, Supernatural","J.C. Staff, TBS, Movic, Geneon Entertainment, Sentai Filmworks",VISUAL_NOVEL,FALL,2003-10-10,2003-12-26
170,SLAM DUNK,Slam Dunk,101.0,FINISHED,83.0,57543,2453,"Comedy, Drama, Slice of Life, Sports","Toei Animation, TV Asahi, Funimation, Animax",MANGA,FALL,1993-10-16,1996-3-23
